RX Date/Time,Time(field 1),x(field 2),y(field 3),z(field 4),x(field 5),y(field 6),z(field 7),Bx(field 8),By(field 9),Bz(field 10)
2023/11/04/ 16:41:26::293,29878,976,0,1485,-252,31,1415,-522,623,1521,
2023/11/04/ 16:41:26::303,29889,1016,0,1465,-252,31,1415,-266,750,1393,
2023/11/04/ 16:41:26::313,29900,1031,-45,1397,-362,-36,1280,-551,766,1398,
2023/11/04/ 16:41:26::323,29911,1038,-42,1357,-370,-53,1190,-517,826,1330,
2023/11/04/ 16:41:26::333,29922,1081,-95,1308,-408,-23,1150,-522,856,1308,
2023/11/04/ 16:41:26::348,29933,1076,-127,1238,-432,-63,1161,-495,875,1261,
2023/11/04/ 16:41:26::353,29944,1111,-135,1231,-487,-56,1108,-490,912,1261,
2023/11/04/ 16:41:26::368,29955,1165,-177,1181,-497,-91,1068,-487,942,1247,
2023/11/04/ 16:41:26::373,29966,1195,-200,1087,-511,-91,976,-485,962,1216,
2023/11/04/ 16:41:26::387,29977,1220,-200,1092,-532,-101,971,-507,967,1186,
2023/11/04/ 16:41:26::403,29988,1220,-240,1027,-532,-101,971,-472,986,1131,
2023/11/04/ 16:41:26::413,29999,1262,-252,945,-652,-151,806,-467,1046,1025,
2023/11/04/ 16:41:26::423,30010,1255,-237,940,-638,-138,772,-465,1073,971,
2023/11/04/ 16:41:26::440,30021,1252,-287,820,-628,-131,697,-440,1087,947,
2023/11/04/ 16:41:26::443,30032,1283,-300,732,-640,-151,626,-462,1107,921,
2023/11/04/ 16:41:26::458,30043,1273,-290,708,-676,-136,618,-393,1125,865,
2023/11/04/ 16:41:26::463,30054,1306,-322,672,-662,-126,611,-378,1130,770,
2023/11/04/ 16:41:26::478,30065,1336,-342,625,-697,-146,533,-401,1130,706,
2023/11/04/ 16:41:26::485,30076,1358,-372,560,-681,-146,483,-378,1165,652,
2023/11/04/ 16:41:26::500,30087,1333,-357,506,-712,-138,448,-388,1193,570,
2023/11/04/ 16:41:26::513,30098,1358,-360,412,-762,-133,341,-353,1223,548,
2023/11/04/ 16:41:26::523,30109,1333,-372,352,-767,-111,197,-300,1203,472,
2023/11/04/ 16:41:26::533,30120,1318,-387,316,-778,-128,142,-315,1216,411,
2023/11/04/ 16:41:26::543,30131,1336,-432,207,-801,-88,107,-307,1243,318,
2023/11/04/ 16:41:26::553,30142,1338,-450,162,-798,-103,68,-287,1213,333,
2023/11/04/ 16:41:26::571,30153,1296,-442,61,-801,-116,36,-287,1236,212,
2023/11/04/ 16:41:26::574,30164,1313,-465,0,-801,-103,-5,-222,1185,170,
2023/11/04/ 16:41:26::587,30175,1283,-450,-92,-810,-31,-41,-280,1188,63,
2023/11/04/ 16:41:26::593,30186,1265,-450,-160,-801,-51,-152,-257,1180,10,
2023/11/04/ 16:41:26::603,30197,1247,-467,-225,-803,-33,-266,-245,1196,-45,
2023/11/04/ 16:41:26::624,30208,1273,-482,-272,-798,-8,-377,-242,1137,-123,
2023/11/04/ 16:41:26::633,30219,1217,-465,-318,-786,6,-431,-242,1137,-123,
2023/11/04/ 16:41:26::643,30230,1217,-465,-318,-767,-16,-488,-242,1102,-305,
2023/11/04/ 16:41:26::656,30241,1205,-467,-501,-738,1,-552,-240,1110,-373,
2023/11/04/ 16:41:26::663,30252,1197,-487,-562,-715,-1,-573,-232,1071,-458,
2023/11/04/ 16:41:26::678,30263,1137,-495,-648,-715,13,-647,-191,1071,-475,
2023/11/04/ 16:41:26::685,30274,1130,-465,-656,-715,71,-671,-183,1056,-512,
2023/11/04/ 16:41:26::695,30285,1150,-462,-701,-697,106,-703,-168,1031,-562,
2023/11/04/ 16:41:26::711,30296,1076,-442,-711,-710,103,-777,-176,1001,-616,
2023/11/04/ 16:41:26::713,30307,1112,-465,-800,-697,118,-838,-176,991,-673,
2023/11/04/ 16:41:26::733,30318,1046,-440,-848,-633,136,-896,-201,945,-748,
2023/11/04/ 16:41:26::743,30329,1043,-442,-848,-655,165,-946,-181,920,-761,
2023/11/04/ 16:41:26::753,30340,971,-495,-932,-621,202,-955,-181,920,-761,
2023/11/04/ 16:41:26::763,30351,983,-457,-962,-558,240,-971,-121,846,-876,
2023/11/04/ 16:41:26::779,30362,947,-460,-962,-607,277,-1002,-113,823,-947,
2023/11/04/ 16:41:26::785,30373,925,-437,-1072,-516,282,-1000,-108,816,-931,
2023/11/04/ 16:41:26::797,30384,875,-402,-1058,-555,338,-1076,-70,763,-985,
2023/11/04/ 16:41:26::803,30395,840,-420,-1111,-537,343,-1060,-80,710,-1016,
2023/11/04/ 16:41:26::819,30406,793,-447,-1113,-513,391,-1073,-60,662,-1067,
2023/11/04/ 16:41:26::823,30417,751,-460,-1140,-513,391,-1073,-50,638,-1072,
2023/11/04/ 16:41:26::843,30428,728,-467,-1152,-461,471,-1123,10,628,-1088,
2023/11/04/ 16:41:26::853,30439,728,-467,-1152,-475,520,-1105,30,578,-1117,
2023/11/04/ 16:41:26::863,30450,728,-467,-1152,-445,555,-1123,47,568,-1141,
2023/11/04/ 16:41:26::873,30461,560,-457,-1197,-382,630,-1123,15,502,-1168,
2023/11/04/ 16:41:26::885,30472,562,-445,-1243,-398,630,-1156,50,475,-1211,
2023/11/04/ 16:41:26::893,30483,502,-480,-1197,-348,656,-1105,50,435,-1200,
2023/11/04/ 16:41:26::907,30494,510,-462,-1215,-356,681,-1150,65,363,-1216,
2023/11/04/ 16:41:26::913,30505,443,-450,-1251,-317,743,-1182,143,341,-1253,
2023/11/04/ 16:41:26::923,30516,403,-452,-1265,-315,756,-1147,128,277,-1205,
2023/11/04/ 16:41:26::944,30527,381,-440,-1248,-250,832,-1158,191,250,-1263,
2023/11/04/ 16:41:26::953,30538,326,-465,-1233,-217,788,-1126,181,237,-1285,
2023/11/04/ 16:41:26::963,30549,326,-465,-1233,-212,882,-1123,143,193,-1290,
2023/11/04/ 16:41:26::973,30560,207,-405,-1261,-183,862,-1156,141,193,-1317,
2023/11/04/ 16:41:26::986,30571,205,-360,-1270,-168,852,-1123,87,85,-1313,
2023/11/04/ 16:41:26::993,30582,190,-350,-1261,-92,880,-1132,126,22,-1317,
2023/11/04/ 16:41:27::014,30593,167,-342,-1292,-73,862,-1171,85,30,-1360,
2023/11/04/ 16:41:27::015,30604,136,-302,-1277,-11,900,-1135,113,-22,-1308,
2023/11/04/ 16:41:27::023,30615,126,-275,-1308,-21,905,-1142,126,-52,-1341,
2023/11/04/ 16:41:27::033,30626,106,-275,-1308,-8,925,-1137,143,-65,-1338,
2023/11/04/ 16:41:27::047,30637,58,-247,-1321,-8,925,-1137,116,-65,-1353,
2023/11/04/ 16:41:27::063,30648,56,-212,-1303,128,950,-1116,80,-151,-1356,
2023/11/04/ 16:41:27::073,30659,8,-185,-1285,100,1018,-1147,77,-186,-1372,
2023/11/04/ 16:41:27::086,30670,-33,-165,-1258,168,1018,-1063,57,-213,-1356,
2023/11/04/ 16:41:27::093,30681,-41,-135,-1251,162,1041,-1100,57,-213,-1356,
2023/11/04/ 16:41:27::103,30692,-61,-125,-1225,188,1008,-1095,57,-213,-1356,
2023/11/04/ 16:41:27::118,30703,-61,-112,-1227,173,986,-1135,-17,-272,-1351,
2023/11/04/ 16:41:27::126,30714,-81,-60,-1197,200,961,-1113,-32,-310,-1367,
2023/11/04/ 16:41:27::133,30725,-71,-62,-1193,212,966,-1073,-52,-356,-1311,
2023/11/04/ 16:41:27::143,30736,-66,-17,-1160,288,966,-1071,-15,-361,-1348,
2023/11/04/ 16:41:27::158,30747,-116,-12,-1205,351,996,-1087,-67,-366,-1386,
2023/11/04/ 16:41:27::173,30758,-76,45,-1193,370,983,-1105,-87,-386,-1417,
2023/11/04/ 16:41:27::183,30769,-96,67,-1181,416,945,-1050,-100,-396,-1370,
2023/11/04/ 16:41:27::193,30780,-126,50,-1188,411,956,-1076,-90,-396,-1396,
2023/11/04/ 16:41:27::203,30791,-121,52,-1171,385,937,-1097,-141,-423,-1415,
2023/11/04/ 16:41:27::213,30802,-116,77,-1166,393,905,-1097,-158,-442,-1348,
2023/11/04/ 16:41:27::223,30813,-118,125,-1173,398,915,-1105,-176,-428,-1365,
2023/11/04/ 16:41:27::236,30824,-108,105,-1202,382,880,-1130,-198,-421,-1375,
2023/11/04/ 16:41:27::243,30835,-113,122,-1215,403,847,-1126,-213,-421,-1431,
2023/11/04/ 16:41:27::257,30846,-106,145,-1210,398,847,-1166,-225,-388,-1396,
2023/11/04/ 16:41:27::263,30857,-18,195,-1205,406,746,-1195,-227,-358,-1462,
2023/11/04/ 16:41:27::283,30868,6,205,-1193,408,698,-1222,-310,-331,-1445,
2023/11/04/ 16:41:27::293,30879,48,217,-1207,420,646,-1248,-366,-300,-1455,
2023/11/04/ 16:41:27::305,30890,93,277,-1243,427,646,-1277,-371,-312,-1487,
2023/11/04/ 16:41:27::313,30901,111,272,-1236,391,620,-1275,-406,-275,-1468,
2023/11/04/ 16:41:27::327,30912,103,267,-1246,406,617,-1285,-406,-275,-1468,
2023/11/04/ 16:41:27::333,30923,160,252,-1292,365,597,-1298,-383,-262,-1452,
2023/11/04/ 16:41:27::346,30934,190,252,-1258,403,607,-1293,-406,-235,-1490,
2023/11/04/ 16:41:27::353,30945,131,220,-1287,372,580,-1325,-396,-208,-1483,
2023/11/04/ 16:41:27::364,30956,217,240,-1267,341,625,-1341,-358,-220,-1505,
2023/11/04/ 16:41:27::382,30967,217,240,-1267,317,615,-1306,-388,-198,-1505,
2023/11/04/ 16:41:27::393,30978,245,175,-1275,301,585,-1325,-386,-156,-1518,
2023/11/04/ 16:41:27::403,30989,227,172,-1316,298,590,-1322,-373,-158,-1530,
2023/11/04/ 16:41:27::415,31000,212,172,-1275,330,597,-1330,-351,-143,-1513,
2023/11/04/ 16:41:27::423,31011,235,175,-1285,301,597,-1320,-356,-163,-1505,
2023/11/04/ 16:41:27::433,31022,210,150,-1265,277,610,-1330,-320,-105,-1473,
2023/11/04/ 16:41:27::446,31033,225,92,-1292,267,607,-1315,-302,-97,-1462,
2023/11/04/ 16:41:27::453,31044,187,80,-1298,226,635,-1317,-252,-138,-1483,
2023/11/04/ 16:41:27::463,31055,202,75,-1326,226,701,-1293,-196,-136,-1483,
2023/11/04/ 16:41:27::477,31066,148,75,-1311,176,731,-1261,-173,-111,-1471,
2023/11/04/ 16:41:27::486,31077,138,-5,-1308,210,748,-1240,-171,-102,-1476,
2023/11/04/ 16:41:27::503,31088,101,2,-1287,183,783,-1261,-113,-131,-1457,
2023/11/04/ 16:41:27::513,31099,93,-40,-1290,142,793,-1272,-102,-166,-1460,
2023/11/04/ 16:41:27::525,31110,78,-57,-1261,157,840,-1270,-105,-213,-1412,
2023/11/04/ 16:41:27::533,31121,63,-77,-1258,131,875,-1246,-52,-201,-1426,
2023/11/04/ 16:41:27::543,31132,43,-90,-1277,166,867,-1211,-37,-213,-1412,
2023/11/04/ 16:41:27::553,31143,13,-55,-1231,207,917,-1137,-37,-213,-1412,
2023/11/04/ 16:41:27::572,31154,-16,-72,-1227,252,940,-1132,-7,-310,-1372,
2023/11/04/ 16:41:27::573,31165,-86,-82,-1181,250,971,-1090,7,-361,-1346,
2023/11/04/ 16:41:27::589,31176,-86,-82,-1181,330,1053,-1021,25,-378,-1346,
2023/11/04/ 16:41:27::593,31187,-192,-70,-1118,312,1036,-1026,5,-455,-1317,
2023/11/04/ 16:41:27::613,31198,-190,-5,-1106,380,1033,-1000,-30,-457,-1322,
2023/11/04/ 16:41:27::626,31209,-235,27,-1027,420,1043,-960,-42,-520,-1261,
2023/11/04/ 16:41:27::633,31220,-247,77,-1056,472,1051,-926,-22,-558,-1280,
2023/11/04/ 16:41:27::643,31231,-265,115,-1000,526,1033,-907,-90,-628,-1240,
2023/11/04/ 16:41:27::653,31242,-262,142,-962,528,1048,-920,-133,-641,-1223,
2023/11/04/ 16:41:27::664,31253,-275,187,-988,566,1028,-920,-133,-677,-1245,
2023/11/04/ 16:41:27::673,31264,-260,227,-991,556,1011,-905,-201,-695,-1261,
2023/11/04/ 16:41:27::686,31275,-282,242,-950,556,1011,-905,-211,-710,-1242,
2023/11/04/ 16:41:27::696,31286,-257,290,-926,655,958,-901,-230,-715,-1303,
2023/11/04/ 16:41:27::712,31297,-277,327,-937,702,953,-877,-295,-730,-1253,
2023/11/04/ 16:41:27::723,31308,-275,392,-935,686,922,-901,-310,-737,-1253,
2023/11/04/ 16:41:27::733,31319,-257,422,-940,717,897,-891,-312,-715,-1256,
2023/11/04/ 16:41:27::743,31330,-255,410,-911,775,867,-915,-366,-722,-1247,
2023/11/04/ 16:41:27::753,31341,-210,402,-923,717,842,-920,-401,-727,-1256,
2023/11/04/ 16:41:27::767,31352,-190,460,-950,712,820,-960,-423,-730,-1277,
2023/11/04/ 16:41:27::773,31363,-182,462,-932,755,815,-1026,-457,-742,-1296,
2023/11/04/ 16:41:27::786,31374,-151,432,-955,728,795,-1016,-472,-692,-1327,
2023/11/04/ 16:41:27::800,31385,-143,460,-937,728,795,-1016,-477,-677,-1317,
2023/11/04/ 16:41:27::803,31396,-143,460,-937,738,716,-1081,-475,-618,-1353,
2023/11/04/ 16:41:27::822,31407,-116,457,-1022,722,708,-1085,-477,-583,-1370,
2023/11/04/ 16:41:27::833,31418,-81,432,-1061,686,683,-1118,-502,-553,-1386,
2023/11/04/ 16:41:27::843,31429,3,435,-1075,650,718,-1180,-475,-532,-1398,
2023/11/04/ 16:41:27::853,31440,13,412,-1106,602,663,-1147,-455,-492,-1438,
2023/11/04/ 16:41:27::863,31451,-11,407,-1123,573,688,-1177,-457,-492,-1417,
2023/11/04/ 16:41:27::877,31462,31,357,-1168,552,668,-1208,-432,-457,-1460,
2023/11/04/ 16:41:27::886,31473,43,347,-1188,542,656,-1225,-416,-403,-1450,
2023/11/04/ 16:41:27::893,31484,53,317,-1220,471,627,-1235,-416,-403,-1450,
2023/11/04/ 16:41:27::908,31495,53,317,-1220,463,587,-1251,-416,-403,-1450,
2023/11/04/ 16:41:27::913,31506,101,262,-1261,458,678,-1291,-363,-320,-1505,
2023/11/04/ 16:41:27::924,31517,141,205,-1267,416,632,-1298,-315,-255,-1513,
2023/11/04/ 16:41:27::945,31528,185,200,-1292,375,630,-1303,-348,-265,-1526,
2023/11/04/ 16:41:27::953,31539,151,177,-1267,317,607,-1341,-326,-227,-1511,
2023/11/04/ 16:41:27::963,31550,200,175,-1316,301,620,-1338,-323,-186,-1473,
2023/11/04/ 16:41:27::973,31561,197,182,-1285,252,580,-1393,-331,-141,-1508,
2023/11/04/ 16:41:27::986,31572,205,150,-1272,250,595,-1362,-326,-118,-1497,
2023/11/04/ 16:41:27::993,31583,270,132,-1316,207,585,-1365,-323,-100,-1471,
2023/11/04/ 16:41:28::013,31594,295,77,-1301,193,545,-1383,-287,-37,-1495,
2023/11/04/ 16:41:28::014,31605,328,50,-1308,138,542,-1386,-297,5,-1473,
2023/11/04/ 16:41:28::029,31616,361,32,-1323,107,512,-1386,-290,57,-1460,
2023/11/04/ 16:41:28::033,31627,353,-12,-1316,42,525,-1388,-287,52,-1450,
2023/11/04/ 16:41:28::053,31638,406,7,-1318,21,522,-1378,-242,111,-1468,
2023/11/04/ 16:41:28::066,31649,411,-40,-1376,21,530,-1423,-275,126,-1455,
2023/11/04/ 16:41:28::073,31660,433,-40,-1345,35,537,-1420,-220,141,-1455,
2023/11/04/ 16:41:28::086,31671,393,-57,-1378,-11,545,-1393,-252,166,-1476,
2023/11/04/ 16:41:28::093,31682,426,-75,-1350,-6,552,-1407,-230,131,-1490,
2023/11/04/ 16:41:28::105,31693,413,-67,-1347,-11,535,-1370,-247,158,-1433,
2023/11/04/ 16:41:28::113,31704,423,-87,-1363,0,547,-1341,-217,138,-1447,
2023/11/04/ 16:41:28::127,31715,423,-82,-1417,16,575,-1296,-217,138,-1447,
2023/11/04/ 16:41:28::133,31726,383,-62,-1393,30,605,-1365,-201,121,-1436,
2023/11/04/ 16:41:28::143,31737,376,-92,-1373,-16,575,-1355,-230,113,-1438,
2023/11/04/ 16:41:28::163,31748,361,-90,-1347,-11,582,-1346,-196,85,-1447,
2023/11/04/ 16:41:28::173,31759,381,-97,-1371,6,595,-1360,-178,62,-1415,
2023/11/04/ 16:41:28::183,31770,331,-120,-1386,21,636,-1322,-201,15,-1438,
2023/11/04/ 16:41:28::193,31781,277,-85,-1366,47,643,-1333,-206,-27,-1415,
2023/11/04/ 16:41:28::203,31792,220,-102,-1378,78,696,-1343,-188,-30,-1441,
2023/11/04/ 16:41:28::213,31803,240,-47,-1352,145,658,-1343,-166,-92,-1466,
2023/11/04/ 16:41:28::228,31814,113,40,-1340,238,773,-1291,-191,-116,-1466,
2023/11/04/ 16:41:28::233,31825,73,35,-1295,272,786,-1261,-173,-166,-1457,
2023/11/04/ 16:41:28::250,31836,8,87,-1292,303,830,-1253,-171,-333,-1447,
2023/11/04/ 16:41:28::253,31847,-16,105,-1246,348,810,-1225,-201,-391,-1426,
2023/11/04/ 16:41:28::273,31858,-61,102,-1231,446,827,-1182,-232,-472,-1391,
2023/11/04/ 16:41:28::283,31869,-111,142,-1168,472,867,-1126,-232,-530,-1346,
2023/11/04/ 16:41:28::293,31880,-136,160,-1142,555,877,-1057,-252,-611,-1325,
2023/11/04/ 16:41:28::303,31891,-185,202,-1061,573,961,-983,-232,-680,-1268,
2023/11/04/ 16:41:28::320,31902,-270,297,-966,657,1016,-920,-198,-758,-1211,
2023/11/04/ 16:41:28::323,31913,-270,297,-966,668,1026,-838,-225,-778,-1162,
2023/11/04/ 16:41:28::336,31924,-403,325,-713,786,1096,-647,-232,-826,-1105,
2023/11/04/ 16:41:28::343,31935,-443,402,-620,820,1051,-590,-257,-897,-995,
2023/11/04/ 16:41:28::353,31946,-477,425,-552,820,1117,-488,-257,-897,-995,
2023/11/04/ 16:41:28::368,31957,-477,430,-477,830,1120,-436,-267,-1001,-820,
2023/11/04/ 16:41:28::383,31968,-487,425,-396,870,1120,-346,-272,-1036,-732,
2023/11/04/ 16:41:28::393,31979,-520,450,-347,877,1150,-272,-255,-1013,-673,
2023/11/04/ 16:41:28::403,31990,-537,460,-241,911,1140,-168,-265,-1048,-628,
2023/11/04/ 16:41:28::413,32001,-547,467,-173,918,1140,-81,-282,-1068,-520,
2023/11/04/ 16:41:28::429,32012,-570,462,-101,898,1177,-36,-272,-1073,-432,
2023/11/04/ 16:41:28::437,32023,-547,467,27,898,1177,-36,-280,-1115,-390,
2023/11/04/ 16:41:28::443,32034,-590,497,95,953,1140,200,-275,-1102,-302,
2023/11/04/ 16:41:28::458,32045,-565,525,176,982,1117,245,-317,-1100,-243,
2023/11/04/ 16:41:28::468,32056,-595,565,241,987,1112,293,-310,-1105,-193,
2023/11/04/ 16:41:28::473,32067,-577,595,301,975,1083,356,-333,-1061,-92,
2023/11/04/ 16:41:28::493,32078,-557,607,368,1001,1053,422,-381,-1110,-33,
2023/11/04/ 16:41:28::505,32089,-537,640,405,1001,1078,483,-437,-1105,33,
2023/11/04/ 16:41:28::513,32100,-535,622,526,1035,1066,491,-437,-1080,90,
2023/11/04/ 16:41:28::523,32111,-463,662,571,1013,1053,597,-440,-1058,161,
2023/11/04/ 16:41:28::537,32122,-480,660,627,1040,1006,597,-432,-1036,193,
2023/11/04/ 16:41:28::544,32133,-418,697,750,1040,1006,597,-457,-1043,270,
2023/11/04/ 16:41:28::559,32144,-433,640,793,992,937,808,-485,-1003,368,
2023/11/04/ 16:41:28::566,32155,-416,647,870,1011,945,832,-457,-976,413,
2023/11/04/ 16:41:28::581,32166,-398,687,928,977,907,877,-485,-950,456,
2023/11/04/ 16:41:28::586,32177,-378,675,978,977,840,946,-485,-950,456,
2023/11/04/ 16:41:28::603,32188,-336,702,1070,940,825,986,-530,-937,631,
2023/11/04/ 16:41:28::613,32199,-295,685,1103,951,825,1012,-558,-887,690,
2023/11/04/ 16:41:28::623,32210,-285,725,1140,945,783,1063,-573,-843,770,
2023/11/04/ 16:41:28::633,32221,-240,707,1186,898,786,1111,-546,-786,833,
2023/11/04/ 16:41:28::649,32232,-187,687,1301,877,741,1140,-558,-756,852,
2023/11/04/ 16:41:28::653,32243,-151,670,1308,841,711,1237,-578,-747,935,
2023/11/04/ 16:41:28::668,32254,-108,677,1355,841,666,1296,-581,-687,956,
2023/11/04/ 16:41:28::673,32265,-91,647,1405,786,615,1317,-621,-667,990,
2023/11/04/ 16:41:28::688,32276,-13,642,1453,748,597,1378,-591,-596,1053,
2023/11/04/ 16:41:28::693,32287,8,612,1485,733,555,1362,-650,-563,1096,
2023/11/04/ 16:41:28::713,32298,46,662,1530,760,500,1398,-650,-563,1096,
2023/11/04/ 16:41:28::723,32309,111,625,1547,722,451,1393,-665,-366,1242,
2023/11/04/ 16:41:28::733,32320,187,650,1555,681,436,1441,-705,-320,1277,
2023/11/04/ 16:41:28::743,32331,215,627,1597,650,393,1455,-732,-262,1332,
2023/11/04/ 16:41:28::759,32342,215,627,1597,550,353,1492,-717,-166,1343,
2023/11/04/ 16:41:28::763,32353,416,530,1692,456,222,1497,-730,-90,1412,
2023/11/04/ 16:41:28::775,32364,461,472,1692,416,167,1513,-725,-47,1457,
2023/11/04/ 16:41:28::786,32375,547,492,1723,332,131,1465,-735,20,1471,
2023/11/04/ 16:41:28::793,32386,605,432,1680,248,68,1486,-773,128,1466,
2023/11/04/ 16:41:28::812,32397,696,427,1670,210,41,1468,-763,193,1495,
2023/11/04/ 16:41:28::823,32408,763,412,1625,147,-16,1415,-786,440,1402,
2023/11/04/ 16:41:28::833,32419,872,387,1600,61,-78,1365,-786,510,1360,
2023/11/04/ 16:41:28::845,32430,956,372,1566,30,-141,1315,-771,601,1365,
2023/11/04/ 16:41:28::853,32441,956,372,1566,-66,-187,1187,-750,687,1303,
2023/11/04/ 16:41:28::863,32452,1150,287,1340,-181,-302,1047,-811,727,1258,
2023/11/04/ 16:41:28::880,32463,1205,277,1248,-226,-348,926,-793,806,1200,
2023/11/04/ 16:41:28::886,32474,1267,267,1163,-267,-353,877,-806,843,1133,
2023/11/04/ 16:41:28::898,32485,1351,245,1098,-293,-403,772,-823,897,1053,
2023/11/04/ 16:41:28::903,32496,1313,182,1000,-327,-408,703,-841,937,985,
2023/11/04/ 16:41:28::914,32507,1361,192,890,-298,-418,628,-821,962,926,
2023/11/04/ 16:41:28::933,32518,1353,180,861,-361,-433,592,-793,988,895,
2023/11/04/ 16:41:28::943,32529,1378,160,815,-358,-421,538,-773,1043,756,
2023/11/04/ 16:41:28::955,32540,1406,172,740,-391,-473,438,-791,1048,692,
2023/11/04/ 16:41:28::963,32551,1447,92,643,-401,-448,386,-793,1061,658,
2023/11/04/ 16:41:28::973,32562,1442,97,578,-403,-443,306,-750,1100,581,
2023/11/04/ 16:41:28::986,32573,1462,85,492,-475,-456,251,-803,1053,515,
2023/11/04/ 16:41:28::993,32584,1492,85,470,-472,-471,171,-761,1085,458,
2023/11/04/ 16:41:29::006,32595,1467,47,427,-466,-497,152,-756,1107,387,
2023/11/04/ 16:41:29::013,32606,1450,35,378,-456,-480,57,-740,1127,376,
2023/11/04/ 16:41:29::023,32617,1462,35,306,-492,-476,50,-732,1145,342,
2023/11/04/ 16:41:29::043,32628,1465,-15,251,-492,-471,7,-740,1157,281,
2023/11/04/ 16:41:29::054,32639,1450,-12,188,-552,-438,-57,-672,1185,177,
2023/11/04/ 16:41:29::063,32650,1426,-35,116,-547,-401,-102,-670,1182,130,
2023/11/04/ 16:41:29::073,32661,1465,-92,17,-550,-351,-158,-623,1198,90,
2023/11/04/ 16:41:29::086,32672,1460,-87,-56,-581,-351,-287,-628,1191,42,
2023/11/04/ 16:41:29::095,32683,1442,-105,-131,-597,-351,-311,-588,1152,21,
2023/11/04/ 16:41:29::103,32694,1406,-147,-162,-612,-343,-330,-581,1157,-5,
2023/11/04/ 16:41:29::113,32705,1426,-205,-171,-607,-326,-365,-561,1175,-90,
2023/11/04/ 16:41:29::132,32716,1406,-227,-191,-640,-282,-425,-495,1238,-78,
2023/11/04/ 16:41:29::133,32727,1371,-250,-280,-602,-225,-472,-490,1188,-161,
2023/11/04/ 16:41:29::153,32738,1353,-290,-368,-665,-210,-481,-482,1188,-206,
2023/11/04/ 16:41:29::163,32749,1341,-285,-386,-667,-165,-557,-482,1188,-206,
2023/11/04/ 16:41:29::173,32760,1303,-277,-467,-702,-170,-600,-366,1130,-361,
2023/11/04/ 16:41:29::186,32771,1273,-342,-571,-702,-170,-600,-317,1117,-461,
2023/11/04/ 16:41:29::194,32782,1250,-350,-653,-681,-46,-708,-255,1053,-456,
2023/11/04/ 16:41:29::203,32793,1185,-375,-672,-678,-33,-740,-255,1066,-573,
2023/11/04/ 16:41:29::213,32804,1142,-375,-737,-650,-3,-815,-257,1026,-597,
2023/11/04/ 16:41:29::226,32815,1117,-402,-768,-667,46,-793,-213,983,-595,
2023/11/04/ 16:41:29::233,32826,1093,-392,-781,-673,93,-827,-196,983,-658,
2023/11/04/ 16:41:29::243,32837,1056,-452,-796,-683,165,-848,-151,976,-676,
2023/11/04/ 16:41:29::263,32848,1021,-477,-831,-652,180,-827,-126,991,-692,
2023/11/04/ 16:41:29::274,32859,1008,-540,-875,-665,197,-867,-116,937,-743,
2023/11/04/ 16:41:29::283,32870,925,-510,-903,-640,260,-877,-17,920,-770,
2023/11/04/ 16:41:29::293,32881,922,-555,-976,-640,260,-877,0,877,-798,
2023/11/04/ 16:41:29::303,32892,885,-562,-976,-652,356,-886,47,858,-791,
2023/11/04/ 16:41:29::320,32903,867,-577,-937,-636,398,-901,35,831,-862,
2023/11/04/ 16:41:29::323,32914,855,-555,-952,-621,441,-905,65,806,-860,
2023/11/04/ 16:41:29::337,32925,840,-595,-997,-657,485,-933,87,758,-855,
2023/11/04/ 16:41:29::343,32936,761,-620,-976,-647,525,-915,121,756,-892,
2023/11/04/ 16:41:29::353,32947,718,-625,-1031,-660,540,-910,123,710,-937,
2023/11/04/ 16:41:29::373,32958,686,-630,-1082,-628,577,-931,168,680,-928,
2023/11/04/ 16:41:29::383,32969,602,-622,-1070,-581,612,-952,198,641,-966,
2023/11/04/ 16:41:29::395,32980,562,-635,-1058,-597,668,-941,198,641,-966,
2023/11/04/ 16:41:29::403,32991,517,-645,-1098,-545,738,-905,242,591,-1020,
2023/11/04/ 16:41:29::413,33002,520,-645,-1080,-540,763,-926,272,507,-971,
2023/11/04/ 16:41:29::424,33013,477,-670,-1056,-550,776,-862,310,495,-945,
2023/11/04/ 16:41:29::433,33024,451,-660,-1075,-568,793,-870,315,465,-1006,
2023/11/04/ 16:41:29::446,33035,413,-687,-1072,-523,867,-875,371,455,-921,
2023/11/04/ 16:41:29::453,33046,371,-707,-1043,-523,905,-862,343,408,-945,
2023/11/04/ 16:41:29::463,33057,312,-745,-1082,-535,922,-801,376,356,-923,
2023/11/04/ 16:41:29::483,33068,260,-740,-1053,-490,966,-770,447,351,-923,
2023/11/04/ 16:41:29::499,33079,185,-722,-1033,-485,1013,-772,440,343,-921,
2023/11/04/ 16:41:29::503,33090,210,-745,-986,-472,1063,-756,477,285,-958,
2023/11/04/ 16:41:29::516,33101,195,-767,-960,-437,1053,-721,477,285,-958,
2023/11/04/ 16:41:29::523,33112,160,-765,-945,-437,1088,-668,525,260,-831,
2023/11/04/ 16:41:29::535,33123,128,-777,-892,-398,1157,-611,522,227,-793,
2023/11/04/ 16:41:29::543,33134,118,-802,-880,-422,1162,-571,532,208,-801,
